Product Name,Category,Product Image File - 1,Product Image File - 2,Product Description,Cost Price
Textured Open Circle Metal Dangle Earrings,JEWELRY;EARRING/METAL,images/20190621/ME70138-@GD@1X16@444974@350@01.jpg,,"Style No : 444974 Color : Gold  Size : 1"" X 1.6"" Post Back Lead and Nickel Compliant Textured Open Circle Metal Dangle Earrings",3.50
Open Circle Metal Earrings,JEWELRY;EARRING/METAL,images/20190621/ME70136-@RH@125X15@444973@350@01.jpg,,"Style No : 444973 Color : Rhodium  Size : 1.25"" X 1.5"" Post Back Lead and Nickel Compliant Open Circle Metal Earrings",3.50
Open Circle Metal Earrings,JEWELRY;EARRING/METAL,images/20190621/ME70136-@GD@125X15@444972@350@01.jpg,,"Style No : 444972 Color : Gold  Size : 1.25"" X 1.5"" Post Back Lead and Nickel Compliant Open Circle Metal Earrings",3.50
Knotted Bubble Open Circle Earrings,JEWELRY;EARRING/METAL,images/20190621/ME70134-@RH@125X15@444971@350@01.jpg,,"Style No : 444971 Color : Rhodium Theme : Knot  Size : 1.25"" X 1.5"" Post Back Lead and Nickel Compliant Knotted Bubble Open Circle Earrings",3.50
Knotted Bubble Open Circle Earrings,JEWELRY;EARRING/METAL,images/20190621/ME70134-@GD@125X15@444970@350@01.jpg,,"Style No : 444970 Color : Gold Theme : Knot  Size : 1.25"" X 1.5"" Post Back Lead and Nickel Compliant Knotted Bubble Open Circle Earrings",3.50
Knotted Triple Open Circle Earrings,JEWELRY;EARRING/METAL,images/20190621/ME70132-@RH@14X175@444969@350@01.jpg,,"Style No : 444969 Color : Rhodium Theme : Knot  Size : 1.4"" X 1.75"" Post Back Lead and Nickel Compliant Knotted Triple Open Circle Earrings",3.50
Knotted Triple Open Circle Earrings,JEWELRY;EARRING/METAL,images/20190621/ME70132-@GD@14X175@444967@350@01.jpg,,"Style No : 444967 Color : Gold Theme : Knot  Size : 1.4"" X 1.75"" Post Back Lead and Nickel Compliant Knotted Triple Open Circle Earrings",3.50
Triple Open Circle Earrings,JEWELRY;EARRING/METAL,images/20190621/ME70120-@GD@175X18@444964@350@01.jpg,,"Style No : 444964 Color : Gold  Size : 1.75"" X 1.8"" Post Back Lead and Nickel Compliant Triple Open Circle Earrings",3.50
Seed Bead Teardrop Tassel Earrings,JEWELRY;EARRING/FASHION,images/20190621/FE70193-@MLT-PNK@25X2@445000@525@01.jpg,,"Style No : 445000 Color : Pink Theme : Tassel  Size : 2.5"" X 2"" Post Back Seed Bead Teardrop Tassel Earrings",5.25
Seed Bead Teardrop Tassel Earrings,JEWELRY;EARRING/FASHION,images/20190621/FE70193-@MLT-BUR@25X2@444989@525@01.jpg,,"Style No : 444989 Color : Burgundy Theme : Tassel  Size : 2.5"" X 2"" Post Back Seed Bead Teardrop Tassel Earrings",5.25
Glass Crystal Evening Clip On Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE2326-@S-CLE@CLIP-1X25@444492@450@01.jpg,,"Style No : 444492 Color : Clear, Silver  Size : 1"" X 2.5"" Clip On Glass Crystal Evening Clip On Earrings",4.50
Glass Crystal Evening Clip On Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE2326-@MONT@CLIP-1X25@444497@450@01.jpg,,"Style No : 444497 Color : Hematite, Montana Blue  Size : 1"" X 2.5"" Clip On Glass Crystal Evening Clip On Earrings",4.50
Oversized Crystal Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190619/EVE2321-@S-CLE@075X35@444485@425@02.jpg,,"Style No : 444485 Color : Clear, Silver  Size : 0.75"" X 3.5"" Post Back Oversized Crystal Drop Evening Earrings",4.25
Oversized Crystal Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190619/EVE2321-@PCH@075X35@444490@425@02.jpg,,"Style No : 444490 Color : Gold, Peach  Size : 0.75"" X 3.5"" Post Back Oversized Crystal Drop Evening Earrings",4.25
Oversized Crystal Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190619/EVE2321-@JET@075X35@444489@425@02.jpg,,"Style No : 444489 Color : Jet Black  Size : 0.75"" X 3.5"" Post Back Oversized Crystal Drop Evening Earrings",4.25
Oversized Crystal Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190619/EVE2321-@G-CLE@075X35@444487@425@02.jpg,,"Style No : 444487 Color : Clear, Gold  Size : 0.75"" X 3.5"" Post Back Oversized Crystal Drop Evening Earrings",4.25
Rectangular Stone Accented Open Circle Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190621/EVE6719-@MUL@08X24@444876@600@01.jpg,,"Style No : 444876 Color : Gold, Multi  Size : 0.8"" X 2.4"" Post Back Rectangular Stone Accented Open Circle Drop Evening Earrings",6.00
Rectangular Stone Accented Open Circle Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190621/EVE6718-@GP-CRY@08X24@444875@600@01.jpg,,"Style No : 444875 Color : Clear, Gold  Size : 0.8"" X 2.4"" Post Back Rectangular Stone Accented Open Circle Drop Evening Earrings",6.00
Evil Eye Stud Earrings,JEWELRY;EARRING/FASHION,images/20190619/SE1776-@S@09X06@444507@225@01.jpg,,"Style No : 444507 Color : Silver  Theme : Evil Eye Size : 0.9"" X 0.6"" Post Back Lead and Nickel Compliant Evil Eye Stud Earrings",2.25
Triple Open Star Metal Dangle Earrings,JEWELRY;EARRING/FASHION,images/20190618/ME8963-@WSV@18X225@444427@375@01.jpg,,"Style No : 444427 Color : Worn Silver  Size : 1.8"" X 2.25"" Fish Hook Back Triple Open Star Metal Dangle Earrings",3.75
Triple Open Star Metal Dangle Earrings,JEWELRY;EARRING/FASHION,images/20190618/ME8963-@WG-MLT@18X225@444424@375@01.jpg,,"Style No : 444424 Color : Multi, Worn Gold Theme : Star  Size : 1.8"" X 2.25"" Fish Hook Back Triple Open Star Metal Dangle Earrings",3.75
Spike Leaf Clip-on Earrings,JEWELRY;EARRING/EVENING,images/20140601/CE1272-@VM@CLIP-125X16@235419@450@015.jpg,images/20140601/des_img/blank.jpg,"Style No : 235419 Color : Gold, Vitrail Theme : Flower & Leaf  Size : 1.25"" X 1.6"" Clip On Spike Leaf Clip-On Earrings",4.50
Spike Leaf Clip-on Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE1272-@S-CLE@CLIP-125X16@212115@450@015.jpg,,"Style No : 212115 Color : Clear, Silver  Size : 1.25"" X 1.6"" Clip On Spike Leaf Clip-On Earrings",4.50
Spike Leaf Clip-on Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE1272-@S-AB@CLIP-125X16@235421@450@015.jpg,,"Style No : 235421 Color : AB, Silver  Size : 1.25"" X 1.6"" Clip On Spike Leaf Clip-On Earrings",4.50
Spike Leaf Clip-on Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE1272-@MONT@CLIP-125X16@444484@450@015.jpg,,"Style No : 444484 Color : Hematite, Montana Blue  Size : 1.25"" X 1.6"" Clip On Spike Leaf Clip-On Earrings",4.50
Spike Leaf Clip-on Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE1272-@JET@CLIP-125X16@235418@450@015.jpg,,"Style No : 235418 Color : Hematite, Jet Black  Size : 1.25"" X 1.6"" Clip On Spike Leaf Clip-On Earrings",4.50
Spike Leaf Clip On Earrings,JEWELRY;EARRING/EVENING,images/20140601/CE1272-@G-AB@CLIP-125X16@235420@450@015.jpg,images/20140601/des_img/blank.jpg,"Style No : 235420 Color : AB, Gold Theme : Flower & Leaf  Size : 1.25"" X 1.6"" Clip On Spike Leaf Clip On Earrings",4.50
Spike Leaf Clip-on Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE1272-@BD@CLIP-125X16@444483@450@015.jpg,,"Style No : 444483 Color : Black Diamond Theme : Flower & Leaf  Size : 1.25"" X 1.6"" Clip On Spike Leaf Clip-On Earrings",4.50
Crystal Oval Teardrop Marquise Evening Clip On Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE1192-@S-AB@CLIP-14X16@444689@375@01.jpg,,"Style No : 444689 Color : AB, Silver  Size : 1.4"" X 1.6""  Clip On Crystal Oval Teardrop Marquise Evening Clip on Earrings",3.75
Crystal Oval Teardrop Marquise Evening Clip On Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE1192-@PEACH@CLIP-14X16@444688@375@01.jpg,,"Style No : 444688 Color : Gold, Peach  Size : 1.4"" X 1.6""  Clip On Crystal Oval Teardrop Marquise Evening Clip on Earrings",3.75
Crystal Oval Teardrop Marquise Evening Clip On Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE1192-@G-SAP@CLIP-14X16@444687@375@01.jpg,,"Style No : 444687 Color : Gold, Sapphire  Size : 1.4"" X 1.6""  Clip On Crystal Oval Teardrop Marquise Evening Clip on Earrings",3.75
Crystal Oval Teardrop Marquise Evening Clip On Earrings,JEWELRY;EARRING/EVENING,images/20190619/CE1192-@G-CRY@CLIP-14X16@444686@375@01.jpg,,"Style No : 444686 Color : Clear, Gold  Size : 1.4"" X 1.6""  Clip On Crystal Oval Teardrop Marquise Evening Clip on Earrings",3.75
Glass Crystal Marquise Cluster Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190219/EVE1295-BK-MON-125X3-428742-425-01.jpg,,"Style No : 428742 Color : Black, Montana Blue  Size : 1.25"" X 3"" Post Back Glass Crystal Marquise Cluster Drop Evening Earrings",4.25
Glass Crystal Marquise Cluster Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190219/EVE1295-G-CRY-125X3-428744-425-01.jpg,,"Style No : 428744 Color : Clear, Gold  Size : 1.25"" X 3"" Post Back Glass Crystal Marquise Cluster Drop Evening Earrings",4.25
Glass Crystal Marquise Cluster Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190219/EVE1295-G-EME-125X3-428745-425-01.jpg,,"Style No : 428745 Color : Emerald, Gold  Size : 1.25"" X 3"" Post Back Glass Crystal Marquise Cluster Drop Evening Earrings",4.25
Glass Crystal Marquise Cluster Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190219/EVE1295-G-LCT-125X3-428746-425-01.jpg,,"Style No : 428746 Color : Gold, Lt Col Topaz  Size : 1.25"" X 3"" Post Back Glass Crystal Marquise Cluster Drop Evening Earrings",4.25
Glass Crystal Marquise Cluster Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190219/EVE1295-@G-SI@125X3@428747@425@01.jpg,,"Style No : 428747 Color : Gold, Siam  Size : 1.25"" X 3"" Post Back Glass Crystal Marquise Cluster Drop Evening Earrings",4.25
Glass Crystal Marquise Cluster Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190219/EVE1295-RG-PEA-125X3-428748-425-01.jpg,,"Style No : 428748 Color : Peach, Rose Gold   Size : 1.25"" X 3"" Post Back Glass Crystal Marquise Cluster Drop Evening Earrings",4.25
Glass Crystal Marquise Cluster Drop Evening Earrings,JEWELRY;EARRING/EVENING,images/20190219/EVE1295-S-CRY-125X3-428749-425-01.jpg,,"Style No : 428749 Color : Clear, Silver  Size : 1.25"" X 3"" Post Back Glass Crystal Marquise Cluster Drop Evening Earrings",4.25
Crystal Rhinestone Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20181013/CE2141-C-CLEAR-G-CLIP-12X24-412809-450-01.jpg,,"Style No : 412809 Color : Clear, Gold  Size : 1.24"" X 2.4"" Clip On Crystal Rhinestone Teardrop Clip On Earrings",5.00
Crystal Rhinestone Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20181013/CE2141-C-PEACH-CLIP-12X24-412811-450-01.jpg,,"Style No : 412811 Color : Peach, Rose Gold   Size : 1.24"" X 2.4"" Clip On Crystal Rhinestone Teardrop Clip On Earrings",5.00
Crystal Rhinestone Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20181201/CE2141-C-AB-G-CLIP-12X24-418312-450-01.jpg,,"Style No : 418312 Color : AB, Gold  Size : 1.24"" X 2.4"" Clip On Crystal Rhinestone Teardrop Clip On Earrings",5.00
Crystal Rhinestone Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20181201/CE2141-C-JET-BLACK-CLIP-12X24-418313-450-01.jpg,,"Style No : 418313 Color : Jet Black  Size : 1.2"" X 2.4"" Clip On Crystal Rhinestone Teardrop Clip On Earrings",5.00
Crystal Rhinestone Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20181201/CE2141-C-AB-S-CLIP-12X24-418317-450-01.jpg,,"Style No : 418317 Color : AB, Silver  Size : 1.24"" X 2.4"" Clip On Crystal Rhinestone Teardrop Clip On Earrings",5.00
Crystal Rhinestone Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20181201/CE2141-C-ROYAL_BLUE-CLIP-12X24-418319-450-01.jpg,,"Style No : 418319 Color : Gold, Royal Blue  Size : 1.2"" X 2.4"" Clip On Crystal Rhinestone Teardrop Clip On Earrings",5.00
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20140331/CE1404-GD-CL-CLIP-175X2-228160-525-02.jpg,,"Style No : 228160 Color : Gold, Clear  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20140331/CE1404-BD-CLIP-175X2-228161-525-02.jpg,,"Style No : 228161 Color : Gun Metal, Black Diamond  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20140331/CE1404-RED-CLIP-175X2-228167-525-02.jpg,,"Style No : 228167 Color : Red, Gold  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20140601/CE1404-AB-G-CLIP-175X2-235415-525-02.jpg,,"Style No : 235415 Color : Gold, AB  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20140601/CE1404-AB-S--CLIP-175X2-235416-525-02.jpg,,"Style No : 235416 Color : Silver, AB  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20141119/CE1404-EME-CLIP-175X2-253201-525-02.jpg,,"Style No : 253201 Color : Gold, Emerald  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20141119/CE1404-SAPP-CLIP-175X2-253202-525--02.jpg,,"Style No : 253202 Color : Gold, Sapphire  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20141119/CE1404-LCT-CLIP-175X2-253203-525-02.jpg,,"Style No : 253203 Color : Gold, Brown, Lt Col Topaz  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20150530/CE1404-JET-CLIP-175X2-272271-525-02.jpg,,"Style No : 272271 Color : Jet Black  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20160331/CE1404-MONT-CLIP-175X2-300238-525--02.jpg,,"Style No : 300238 Color : Gun Metal, Montana Blue  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Petal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20171205/CE1404-BZ-CLIP-175X2-370350-525-02.jpg,,"Style No : 370350 Color : Blue Zircon  Size : 1.75"" X 2"" Clip on Glass Crystal Petal Teardrop Clip On Earrings",5.25
Glass Crystal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20150530/CE1373-RH-AB-1W-275L-CLIP-272303-450-015.jpg,,"Style No : 272303 Color : AB, Rhodium  Size : 1"" X 2.75""  Clip On Glass Crystal Teardrop Clip On Earrings",4.50
Glass Crystal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20150530/CE1373-RG-PCH-1W-275L-CLIP-272306-450-015.jpg,,"Style No : 272306 Color : Peach, Rose Gold   Size : 1"" X 2.75""  Clip On Glass Crystal Teardrop Clip On Earrings",4.50
Glass Crystal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20150530/CE1373-GD-LCT-1X275-CLIP-272314-450-0.2.jpg,,"Style No : 272314 Color : Gold, Lt Col Topaz  Size : 1"" X 2.75""  Clip On Glass Crystal Teardrop Clip On Earrings",4.50
Glass Crystal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20161003/CE1373-BK-JT-1W-275L-CLIP-320393-450-015.jpg,,"Style No : 320393 Color : Black  Size : 1"" X 2.75""  Clip On Glass Crystal Teardrop Clip On Earrings",4.50
Glass Crystal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20150530/CE1373-G-CL-1W-275L-CLIP-272302-450-015.jpg,,"Style No : 272302 Color : Clear, Gold  Size : 1"" X 2.75""  Clip On Glass Crystal Teardrop Clip On Earrings",4.50
Glass Crystal Teardrop Clip On Earrings,JEWELRY;EARRING/EVENING,images/20170103/CE1373-GD-PU-1W-275L-CLIP-329568-450-015.jpg,,"Style No : 329568 Color : Gold, Purple   Size : 1"" W, 2.75"" L  Clip on Glass Crystal Teardrop Clip On Earrings",4.50
Embossed Metal Bug Pearl Dangle Earrings,JEWELRY;EARRING/FASHION,images/20190619/PE2338-@S@1X25@444517@275@01.jpg,,"Style No : 444517 Color : Silver Theme : Bug, Pearl  Size : 1"" X 2.5"" Post Back Lead and Nickel Compliant Embossed Metal Bug Pearl Dangle Earrings",2.75
Pearl Bug Dangle Earrings,JEWELRY;EARRING/FASHION,images/20190619/PE1803-@S@12X24@444513@300@01.jpg,,"Style No : 444513 Color : Silver, Yellow Theme : Bug, Pearl  Size : 1.2"" X 2.4"" Post Back Lead and Nickel Compliant Pearl Bug Dangle Earrings",3.00
Glass Crystal Rhinestone Parrot Wing Earrings,JEWELRY;EARRING/FASHION,images/20190619/FE1895-@G@05X17@444506@225@01.jpg,,"Style No : 444506 Color : Gold Theme : Angel & Wings, Animal  Size : 0.5"" X 1.7"" Post Back Lead and Nickel Compliant Glass Crystal Rhinestone Parrot Wing Earrings",2.25
Glass Crystal Teardrop Dangle Earrings,JEWELRY;EARRING/EVENING,images/20190619/EVE2337-@S-CLE@05X125@444473@200@01.jpg,,"Style No : 444473 Color : Clear, Silver  Size : 0.5"" X 1.25""  Post Back Glass Crystal Teardrop Dangle Earrings",2.00
Crystal Double Teardrop Evening Earrings,JEWELRY;EARRING/EVENING,images/20180421/EVE1611-@PEACH@075X17@387928@225@01.jpg,,"Style No : 387928 Color : Peach  Size : 0.75"" X 1.7"" Post Back Crystal Double Teardrop Evening Earrings",2.25
Crystal Double Teardrop Evening Earrings,JEWELRY;EARRING/EVENING,images/20180421/EVE1611-@DPP@075X17@387933@225@01.jpg,,"Style No : 387933 Color : Gold, Purple   Size : 0.75"" X 1.7"" Post Back Crystal Double Teardrop Evening Earrings",2.25
Crystal Double Teardrop Evening Earrings,JEWELRY;EARRING/EVENING,images/20180421/EVE1611-@SAPP@075X17@387932@225@01.jpg,,"Style No : 387932 Color : Sapphire  Size : 0.75"" X 1.7"" Post Back Crystal Double Teardrop Evening Earrings",2.25
Crystal Double Teardrop Evening Earrings,JEWELRY;EARRING/EVENING,images/20180421/EVE1611-@CLR-S@075X17@387922@225@01.jpg,,"Style No : 387922 Color : Clear, Silver  Size : 0.75"" X 1.7"" Post Back Crystal Double Teardrop Evening Earrings",2.25
Crystal Double Teardrop Evening Earrings,JEWELRY;EARRING/EVENING,images/20180421/EVE1611-@VM@075X17@387935@225@01.jpg,,"Style No : 387935 Color : Vitrail  Size : 0.75"" X 1.7"" Post Back Crystal Double Teardrop Evening Earrings",2.25
Crystal Double Teardrop Evening Earrings,JEWELRY;EARRING/EVENING,images/20180413/EVE1611-@OLIVINE@075X17@386690@225@01.jpg,,"Style No : 386690 Color : Olive Green, Worn Gold  Size : 0.75"" X 1.7"" Post Back Crystal Double Teardrop Evening Earrings",2.25
Crystal Double Teardrop Evening Earrings,JEWELRY;EARRING/EVENING,images/20180421/EVE1611-@JET@075X17@387926@225@01.jpg,,"Style No : 387926 Color : Jet Black  Size : 0.75"" X 1.7"" Post Back Crystal Double Teardrop Evening Earrings",2.25
Crystal Double Teardrop Evening Earrings,JEWELRY;EARRING/EVENING,images/20180421/EVE1611-@MONT@075X17@387930@225@01.jpg,,"Style No : 387930 Color : Montana Blue  Size : 0.75"" X 1.7"" Post Back Crystal Double Teardrop Evening Earrings",2.25
Glass Crystal Evening Dangle Earrings,JEWELRY;EARRING/EVENING,images/20190612/EVE6278-@S-BK@06X17@444087@225@01.jpg,,"Style No : 444087 Color : Black, Silver  Size : 0.6"" X 1.7""  Post Back Glass Crystal Evening Dangle Earrings",2.25
Crystal Rhinestone Pave Oval Dangle Earrings,JEWELRY;EARRING/EVENING,images/20190612/EVE6229-@S-SAP@08X25@444080@300@01.jpg,,"Style No : 444080 Color : Sapphire, Silver  Size : 0.8"" X 2.5""  Post Back Crystal Rhinestone Pave Oval Dangle Earrings",3.00
Crystal Rhinestone Pave Oval Dangle Earrings,JEWELRY;EARRING/EVENING,images/20190612/EVE6229-@S-BK@08X25@444076@300@01.jpg,,"Style No : 444076 Color : Black, Silver  Size : 0.8"" X 2.5""  Post Back Crystal Rhinestone Pave Oval Dangle Earrings",3.00
Crystal Rhinestone Pave Oval Dangle Earrings,JEWELRY;EARRING/EVENING,images/20190612/EVE6229-@S-AB@08X25@444075@300@01.jpg,,"Style No : 444075 Color : AB, Silver  Size : 0.8"" X 2.5""  Post Back Crystal Rhinestone Pave Oval Dangle Earrings",3.00
Crystal Rhinestone Pave Oval Dangle Earrings,JEWELRY;EARRING/EVENING,images/20190612/EVE6229-@G-CRY@08X25@444074@300@01.jpg,,"Style No : 444074 Color : Clear, Gold  Size : 0.8"" X 2.5""  Post Back Crystal Rhinestone Pave Oval Dangle Earrings",3.00
Tropical Parrot Print Teardrop Metal Dangle Earrings,JEWELRY;EARRING/FASHION,images/20190619/FE0919-@WG-MUL@08X15@444573@300@01.jpg,,"Style No : 444573 Color : Multi, Worn Gold Theme : Animal, Flower & Leaf  Size : 0.8"" X 1.5"" Post Back Lead and Nickel Compliant Tropical Parrot Print Teardrop Metal Dangle Earrings",3.00
Tropical Parrot Print Double Circle Dangle Earrings,JEWELRY;EARRING/FASHION,images/20190619/FE0918-@WG-MUL@1X14@444572@300@01.jpg,,"Style No : 444572 Color : Multi, Worn Gold Theme : Animal, Flower & Leaf  Size : 1"" X 1.4"" Post Back Lead and Nickel Compliant Tropical Parrot Print Double Circle Dangle Earrings",3.00
Watercolor Wood Cactus Earrings,JEWELRY;EARRING/FASHION,images/20190619/FE0863-@WD@075X175@444562@275@01.jpg,,"Style No : 444562 Color : Gold, Green, Pink Theme : Cactus  Size : 0.75"" X 1.75"" Fish Hook Back Lead and Nickel Compliant Watercolor Wood Cactus Earrings",2.75
Watercolor Wood Cactus Earrings,JEWELRY;EARRING/FASHION,images/20190509/FE0864-WD-075X175-439866-275-01.jpg,,"Style No : 439866 Color : Gold, Green Theme : Cactus, Wood  Size : 0.75"" X 1.75"" Fish Hook Back Lead and Nickel Compliant Watercolor Wood Cactus Earrings",2.75
Oval Natural Stone Tribal Dangle Earrings,JEWELRY;EARRING/FASHION,images/20190529/FE0925-@CB-WT@15X3@442661@600@01.jpg,,"Style No : 442661 Color : Copper Burnished, White Theme : Tribal  Size : 1.5"" X 3"" Post Back Lead and Nickel Compliant Oval Natural Stone Tribal Dangle Earrings",6.00
Oval Natural Stone Tribal Dangle Earrings,JEWELRY;EARRING/FASHION,images/20190529/FE0925-@SB-PNK@15X3@442662@600@01.jpg,,"Style No : 442662 Color : Pink, Silver Burnished Theme : Tribal  Size : 1.5"" X 3"" Post Back Lead and Nickel Compliant Oval Natural Stone Tribal Dangle Earrings",6.00
