Product Name,Category,Product Image File - 1,Product Image File - 2,Product Description,Cost Price
Cz Star Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20131219/PND3012-G-CR-17L-1x1cm-218901-225-0.05.jpg,images/20131219/des_img/PND3012-G-CR-17L-1x1cm-218901-225-0.05-1.jpg,"Style No : 218901 Color : Gold, Clear Theme : Star  Necklace Size : 17"" L Pendant Size : 1 X 1 cm Cubic Zirconia CZ star pendant necklace",2.75
Cz Bezel Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20130927/PDN3007-@G-CR@CZ-16_2L-11mm@212744@300@01.jpg,images/20130927/des_img/PDN3007-G-CR-11mm-16_2L-CZ-212744-300--0.05-1.jpg,"Style No : 212744 Color : Clear, Gold  Necklace Size : 16"" + 2"" L Pendant Size : 11 mm Lead and Nickel Compliant CZ Cubic Zirconia  CZ Bezel Pendant Necklace",3.00
Flip Flop Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170325/PDN6554-GB-05X125-20_2L-15L-338325-375-015.jpg,images/20170325/des_img/PDN6554-GB-05X125-20_2L-15L-338325-375-015-1.jpg,"Style No : 338325 Color : Gold Burnished Theme : Flip Flop  Necklace Size : 20"" + 2"" L Pendant Size : 0.5"" X 1.25"" Earrings Size : 1.5"" L Flip flop pendant necklace",3.75
Pave Stiletto Heel Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170323/PDN1264-G-CR-11X25mm-16_2L-148122-225-01.jpg,images/20170323/des_img/PDN1264-G-CR-11X25mm-16_2L-148122-225-01-1.jpg,"Style No : 148122 Color : Clear, Gold Theme : Shoes  Necklace Size : 16"" + 2"" L Pendant Size : 11 X 25 mm Pave stiletto heel pendant necklace",2.25
Crystal Leaf Twig Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170323/PDN7503-R-CR-10X17-16_2L-338163-225-01.jpg,images/20170323/des_img/PDN7503-R-CR-10X17-16_2L-338163-225-01-1.jpg,"Style No : 338163 Color : Clear, Rhodium Theme : Flower & Leaf  Necklace Size : 16"" + 2"" L Pendant Size : 10 X 17 mm Crystal leaf twig pendant necklace",2.25
Crystal Leaf Twig Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170323/PDN7503-G-CR-10X17-16_2L-338162-225-01.jpg,images/20170323/des_img/PDN7503-G-CR-10X17-16_2L-338162-225-01-1.jpg,"Style No : 338162 Color : Clear, Gold Theme : Flower & Leaf  Necklace Size : 16"" + 2"" L Pendant Size : 10 X 17 mm Crystal leaf twig pendant necklace",2.25
"""hope"" Pigeon Pendant Necklace",JEWELRY;NECKLACE/PENDANT,images/20170323/PDN7532-WGT-23X11mm-16_2L-338168-300-01.jpg,images/20170323/des_img/PDN7532-WGT-23X11mm-16_2L-338168-300-01-1.jpg,"Style No : 338168 Color : Worn Gold Theme : Religious  Necklace Size : 16"" + 2"" L Pendant Size : 23 X 11 mm ""Hope"" pigeon pendant necklace",3.00
Love Knot Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170323/PDN8128-G-9X9mm-16_2L-338170-225-01.jpg,images/20170323/des_img/PDN8128-G-9X9mm-16_2L-338170-225-01-1.jpg,"Style No : 338170 Color : Gold Theme : Knot  Necklace Size : 16"" + 2"" L Pendant Size : 9 X 9 mm Love knot pendant necklace",2.25
Oval Glass Crystal Necklace,JEWELRY;NECKLACE/EVENING,images/20150401/EVN6-G-AB-16_3L-134L-214L-266553-1500-0.5.jpg,,"Style No : 266553 Color : Gold, AB  Oval Rhinestone Cluster Necklace Necklace : 16""+3"" L Decor : 1 3/4"" L Earrings : 2 1/4"" L Oval Glass Crystal Necklace",15.00
Oval Glass Crystal Necklace,JEWELRY;NECKLACE/EVENING,images/20150401/EVN6-G-JT-16_3L-134L-214L-266555-1500-0.5.jpg,,"Style No : 266555 Color : Black, Gold  Oval Rhinestone Cluster Necklace Necklace : 16""+3"" L Decor : 1 3/4"" L Earrings : 2 1/4"" L Oval Glass Crystal Necklace",15.00
Rhinestone Net Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20170316/RN126-S-AB-16_3L-2L-175L-337213-450-02.jpg,,"Style No : 337213 Color : AB, Silver  Necklace Size : 16"" + 3"" L Decor Size : 2"" L  Earrings Size : 1.75"" L Rhinestone net necklace",4.50
Rhinestone Net Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20170316/RN126-G-16_3L-2L-175L-337211-450-02.jpg,,"Style No : 337211 Color : Clear, Gold  Necklace Size : 16"" + 3"" L Decor Size : 2"" L  Earrings Size : 1.75"" L Rhinestone net necklace",4.50
Abalone Starfish & Tassel Drop Long Necklace,JEWELRY;NECKLACE/LONG,images/20170318/LN5672-AS-AV-27_3L-55L-15L-337550-525-015.jpg,images/20170318/des_img/LN5672-AS-AV-27_3L-55L-15L-337550-525-015-1.jpg,"Style No : 337550 Color : Abalone, Antique Silver Theme : Starfish  Necklace Size : 27"" + 3"" L Decor Size : 5.5"" L  Earrings Size : 1.5"" L Abalone starfish & tassel drop long necklace",5.25
Dolphin Hoop Pendant & Long Leather Necklace,JEWELRY;NECKLACE/PENDANT,images/20170316/PDN1404-RGB-3X3-36_3L-337275-375-02.jpg,images/20170316/des_img/PDN1404-RGB-3X3-36_3L-337275-375-02-1.jpg,"Style No : 337275 Color : Rose Gold Burnished Theme : Sea Life  Necklace Size : 36"" + 3"" L Pendant Size : 3"" X 3"" Dolphin hoop pendant & long leather necklace",3.75
Pearl Embellished Starfish & Shell Multi-charm Necklace,JEWELRY;NECKLACE/FASHION,images/20170314/FN1346-SO PAT-16_3L-4L-1.2L-337104-875-04.jpg,images/20170314/des_img/FN1346-SO PAT-16_3L-4L-1.2L-337104-875-04-1.jpg,"Style No : 337104 Color : Patina Verdigris, Silver Burnished Theme : Starfish  Necklace Size : 16"" + 3"" L Decor Size : 4"" L  Earrings Size : 1.2"" L Pearl embellished starfish & shell multi-charm necklace",8.75
Pearl Embellished Starfish & Shell Multi-charm Necklace,JEWELRY;NECKLACE/FASHION,images/20170301/FN1346-RD-WS-16_3L-4L-1.2L-335650-875-04.jpg,images/20170301/des_img/FN1346-RD-WS-16_3L-4L-1.2L-335650-875-04-1.jpg,"Style No : 335650 Color : Matte Silver, Rhodium Theme : Starfish  Necklace Size : 16"" + 3"" L Decor Size : 4"" L  Earrings Size : 1.2"" L Pearl embellished starfish & shell multi-charm necklace",8.75
Pearl Embellished Starfish & Shell Multi-charm Necklace,JEWELRY;NECKLACE/FASHION,images/20170301/FN1346-WS-WG-16_3L-4L-1.2L-335651-875-04.jpg,images/20170301/des_img/FN1346-WS-WG-16_3L-4L-1.2L-335651-875-04-1.jpg,"Style No : 335651 Color : Matte gold, Matte Silver Theme : Starfish  Necklace Size : 16"" + 3"" L Decor Size : 4"" L  Earrings Size : 1.2"" L Pearl embellished starfish & shell multi-charm necklace",8.75
'j' Monogram Pendant Beaded Long Necklace,JEWELRY;NECKLACE/PENDANT,images/20170225/PDN1318-J-AMT2-1X1-27_3L-335247-425-02.jpg,images/20170225/des_img/PDN1318-J-AMT2-1X1-27_3L-335247-425-02-1.jpg,"Style No : 335247 Color : Multi, Patina Verdigris Theme : Monogram  Necklace Size : 27"" + 3"" L Pendant Size : 1"" X 1"" 'J' Monogram pendant beaded long necklace",4.25
'n' Monogram Pendant Beaded Long Necklace,JEWELRY;NECKLACE/PENDANT,images/20170225/PDN1318-N-AMT2-1X1-27_3L-335250-425-02.jpg,images/20170225/des_img/PDN1318-N-AMT2-1X1-27_3L-335250-425-02-1.jpg,"Style No : 335250 Color : Multi, Patina Verdigris Theme : Monogram  Necklace Size : 27"" + 3"" L Pendant Size : 1"" X 1"" 'N' Monogram pendant beaded long necklace",4.25
'r' Monogram Pendant Beaded Long Necklace,JEWELRY;NECKLACE/PENDANT,images/20170225/PDN1318-R-AMT2-1X1-27_3L-335252-425-02.jpg,images/20170225/des_img/PDN1318-R-AMT2-1X1-27_3L-335252-425-02-1.jpg,"Style No : 335252 Color : Multi, Patina Verdigris Theme : Monogram  Necklace Size : 27"" + 3"" L Pendant Size : 1"" X 1"" 'R' Monogram pendant beaded long necklace",4.25
't' Monogram Pendant Beaded Long Necklace,JEWELRY;NECKLACE/PENDANT,images/20170225/PDN1318-T-AMT2-1X1-27_3L-335254-425-02.jpg,images/20170225/des_img/PDN1318-T-AMT2-1X1-27_3L-335254-425-02-1.jpg,"Style No : 335254 Color : Multi, Patina Verdigris Theme : Monogram  Necklace Size : 27"" + 3"" L Pendant Size : 1"" X 1"" 'T' Monogram pendant beaded long necklace",4.25
'g' Monogram Pendant Beaded Long Necklace,JEWELRY;NECKLACE/PENDANT,images/20170304/PDN1318-G-AMT2-1X1-27_3L-336048-425-02.jpg,images/20170304/des_img/PDN1318-G-AMT2-1X1-27_3L-336048-425-02-1.jpg,"Style No : 336048 Color : Multi, Patina Verdigris Theme : Monogram  Necklace Size : 27"" + 3"" L Pendant Size : 1"" X 1"" 'G' Monogram pendant beaded long necklace",4.25
Lacquered Metal Link Necklace,JEWELRY;NECKLACE/FASHION,images/20170309/FN6306-BL-16_3L-05L-075L-336731-525-02.jpg,images/20170309/des_img/FN6306-BL-16_3L-05L-075L-336731-525-02-1.jpg,"Style No : 336731 Color : Blue  Necklace Size : 16"" + 3"" L Decor Size : 0.5"" L  Earrings Size : 0.75"" L Lacquered metal link necklace",5.25
Lacquered Metal Link Necklace,JEWELRY;NECKLACE/FASHION,images/20170309/FN6306-BD-16_3L-05L-075L-336730-525-02.jpg,images/20170309/des_img/FN6306-BD-16_3L-05L-075L-336730-525-02-1.jpg,"Style No : 336730 Color : Black Diamond  Necklace Size : 16"" + 3"" L Decor Size : 0.5"" L  Earrings Size : 0.75"" L Lacquered metal link necklace",5.25
Hammered Fan Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170310/PDN300-WG-15X125-22_3L-336750-300-015.jpg,images/20170310/des_img/PDN300-WG-15X125-22_3L-336750-300-015-1.jpg,"Style No : 336750 Color : Matte gold  Necklace Size : 22"" + 3"" L  Pendant Size : 1.5"" X 1.25"" Hammered fan pendant necklace",3.00
Hammered Fan Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170310/PDN300-PT-WS-15X125-22_3L-336749-300-015.jpg,images/20170310/des_img/PDN300-PT-WS-15X125-22_3L-336749-300-015-1.jpg,"Style No : 336749 Color : Matte Silver, Patina Verdigris  Necklace Size : 22"" + 3"" L  Pendant Size : 1.5"" X 1.25"" Hammered fan pendant necklace",3.00
Pave Clover Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170303/PDN1862-EM-06X06-16_2L-335870-225-01.jpg,images/20170303/des_img/PDN1862-EM-06X06-16_2L-335870-225-01-1.jpg,"Style No : 335870 Color : Emerald Theme : Clover  Necklace Size : 16"" + 2"" L Pendant Size : 0.6"" X 0.6"" Pave clover pendant necklace",2.75
Mississippi Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170209/PDN0207-MS-SB-16_3L-125X025-075L-333704-300-01.jpg,images/20170209/des_img/PDN0207-MS-SB-16_3L-125X025-075L-333704-300-01-1.jpg,"Style No : 333704 Color : Silver Burnished Theme : Message  Necklace Size : 16"" + 3"" L Pendant Size : 1.25"" X 0.25"" Earrings Size : 0.75"" L Mississippi pendant necklace",3.00
Tennessee Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170209/PDN0208-TN-WG-16_3L-125X025-075L-333707-300-01.jpg,images/20170209/des_img/PDN0208-TN-WG-16_3L-125X025-075L-333707-300-01-1.jpg,"Style No : 333707 Color : Matte gold Theme : Message  Necklace Size : 16"" + 3"" L Pendant Size : 1.25"" X 0.25"" Earrings Size : 0.75"" L Tennessee pendant necklace",3.00
South Carolina Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170209/PDN0210-SC-WG-16_3L-1X05-08L-333711-300-01.jpg,images/20170209/des_img/PDN0210-SC-WG-16_3L-1X05-08L-333711-300-01-1.jpg,"Style No : 333711 Color : Matte gold Theme : Message  Necklace Size : 16"" + 3"" L Pendant Size : 1"" X 0.5"" Earrings Size : 0.8"" L South Carolina pendant necklace",3.00
"""treasure Of The Sea"" Wooden Shell Pendant Necklace",JEWELRY;NECKLACE/PENDANT,images/20170303/PDN2982-NAT-RG-125X125-18_3L-025L-335972-375-02.jpg,images/20170303/des_img/PDN2982-NAT-RG-125X125-18_3L-025L-335972-375-02-1.jpg,"Style No : 335972 Color : Gold Burnished, Neutral Theme : Message, Sea Life, Shell, Wood  Necklace Size : 18"" + 3"" L Pendant Size : 1.25"" X 1.25"" Earrings Size : 0.25"" L ""Treasure of the Sea"" wooden shell pendant necklace",3.75
Crystal Pave Evil Eye Hamsa Hand & Tassel Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20150930/PDN1120-GD-SAP-18_3L-12X112-18L-284128-350-01.jpg,images/20150930/des_img/PDN1120-GD-SAP-18_3L-12X112-18L-284128-350-01-1.jpg,"Style No : 284128 Color : Clear, Gold, Cream, Sapphire Theme : Tassel  Necklace Size : 18"" + 3"" L Pendant Size : 1/2"" X 1 1/2"" Earrings Size : 1/8"" L Crystal Pave Evil Eye Hamsa Hand & Tassel Pendant Necklace",3.00
Rhinestone Necklace With Glass Crystals,JEWELRY;NECKLACE/RHINESTONE,images/20170224/RN17117-S-AB-16_4L-05L-175L-335030-450-02.jpg,,"Style No : 335030 Color : AB, Silver  Necklace Size : 16"" + 4"" L Decor Size : 0.5"" L  Earrings Size : 1.75"" L Rhinestone necklace with glass crystals",4.50
Braided Thread Necklace With Pom Pom Tassels,JEWELRY;NECKLACE/FASHION,images/20170220/FN7236-RED-MUL-19_3L-075L-02L-334538-575-02.jpg,images/20170220/des_img/FN7236-RED-MUL-19_3L-075L-02L-334538-575-02-1.jpg,"Style No : 334538 Color : Multi, Red Theme : Pom Pom, Tassel  Necklace Size : 19"" + 3"" L Decor Size : 0.75"" L  Earrings Size : 0.2"" L Braided thread necklace with pom pom tassels",5.75
Crystal Embellished Oval Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170216/PDN333030-GD-075X1-16L-334229-600-02.jpg,images/20170216/des_img/PDN333030-GD-075X1-16L-334229-600-02-1.jpg,"Style No : 334229 Color : Clear, Gold  Necklace Size : 16"" L Pendant Size : 0.75"" X 1"" Crystal embellished oval pendant necklace",6.00
Crystal Heart Tail Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170216/PDN333029-GD-04X2-16L-334228-600-02.jpg,images/20170216/des_img/PDN333029-GD-04X2-16L-334228-600-02-1.jpg,"Style No : 334228 Color : Gold Theme : Heart  Necklace Size : 16"" L Pendant Size : 0.4"" X 2"" Crystal heart tail pendant necklace",6.00
Half Pave Arrow Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170216/PDN333028-GD-08X12-16L-334227-600-02.jpg,images/20170216/des_img/PDN333028-GD-08X12-16L-334227-600-02-1.jpg,"Style No : 334227 Color : Clear, Gold Theme : Arrow  Necklace Size : 16"" L Pendant Size : 0.8"" X 1.2"" Half pave arrow pendant necklace",6.00
Crystal Heart Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170216/PDN333026-GD-06X2-16L-334225-600-02.jpg,images/20170216/des_img/PDN333026-GD-06X2-16L-334225-600-02-1.jpg,"Style No : 334225 Color : Clear, Gold Theme : Heart  Necklace Size : 16"" L Pendant Size : 0.6"" X 2"" Crystal heart pendant necklace",6.00
Crystal Embellished Triple Spike Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170216/PDN333025-R-075X15-16L-334224-600-02.jpg,images/20170216/des_img/PDN333025-R-075X15-16L-334224-600-02-1.jpg,"Style No : 334224 Color : Rhodium, Amethyst   Necklace Size : 16"" L Pendant Size : 0.75"" X 1.5"" Crystal embellished triple spike pendant necklace",4.75
Crystal Embellished Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170216/PDN333023-R-05X05-16L-334222-600-02.jpg,images/20170216/des_img/PDN333023-R-05X05-16L-334222-600-02-1.jpg,"Style No : 334222 Color : Clear, Rhodium  Necklace Size : 16"" L Pendant Size : 0.5"" X 0.5"" Crystal embellished pendant necklace",6.00
Kentucky Brass Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170216/PDN4338-KY-WG-32X6mm-16_2L-334173-375-01.jpg,images/20170216/des_img/PDN4338-KY-WG-32X6mm-16_2L-334173-375-01-1.jpg,"Style No : 334173 Color : Matte gold Theme : Message  Necklace Size : 16"" + 2"" L Pendant Size : 32 X 6 mm Kentucky brass pendant necklace",3.75
Kentucky Brass Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170216/PDN4338-KY-RG-32X6mm-16_2L-334174-375-01.jpg,images/20170216/des_img/PDN4338-KY-RG-32X6mm-16_2L-334174-375-01-1.jpg,"Style No : 334174 Color : Rose Gold  Theme : Message  Necklace Size : 16"" + 2"" L Pendant Size : 32 X 6 mm Kentucky brass pendant necklace",3.75
Mini Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333020-R-075X05-16L-333899-600-01.jpg,images/20170211/des_img/PDN333020-R-075X05-16L-333899-600-01-1.jpg,"Style No : 333899 Color : Rhodium  Necklace size : 16"" L Pendant size : 0.75"" x 0.5"" Mini pendant necklace",3.75
Rhinestone Flower Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333019-R-025X1-16L-333898-600-01.jpg,images/20170211/des_img/PDN333019-R-025X1-16L-333898-600-01-1.jpg,"Style No : 333898 Color : Clear, Rhodium Theme : Flower & Leaf  Necklace size : 16"" L Pendant size : 0.25"" x 1"" Rhinestone flower pendant necklace",3.75
Rhinestone Pave Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333012-R-03X05-16L-333891-600-01.jpg,images/20170211/des_img/PDN333012-R-03X05-16L-333891-600-01-1.jpg,"Style No : 333891 Color : Clear, Rhodium  Necklace size : 16"" L Pendant size : 0.3"" x 0.5"" Rhinestone pave pendant necklace",6.00
Rhinestone Fruit Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333017-R-04X075-16L-333896-600--01.jpg,images/20170211/des_img/PDN333017-R-04X075-16L-333896-600-01-1.jpg,"Style No : 333896 Color : Clear, Rhodium Theme : Fruits/Food  Necklace size : 16"" L Pendant size : 0.4"" x 0.75"" Rhinestone fruit pendant necklace",4.75
Rhinestone Pave Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333016-R-04X06-16L-333895-600-01.jpg,images/20170211/des_img/PDN333016-R-04X06-16L-333895-600-01-1.jpg,"Style No : 333895 Color : Rhodium  Necklace size : 16"" L Pendant size : 0.4"" x 0.6"" Rhinestone pave pendant necklace",4.00
Pave Disk Point Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333015-R-03X15-16L-333894-600-01.jpg,images/20170211/des_img/PDN333015-R-03X15-16L-333894-600-01-1.jpg,"Style No : 333894 Color : Rhodium  Necklace size : 16"" L Pendant size : 0.3"" x 1.5"" pave disk point pendant necklace",6.00
Pave Rhinestone Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333014-R-05X075-16L-333893-600-01.jpg,images/20170211/des_img/PDN333014-R-05X075-16L-333893-600-01-1.jpg,"Style No : 333893 Color : Rhodium  Necklace size : 16"" L Pendant size : 0.5"" x 0.75"" Pave rhinestone pendant necklace",4.75
Pave Rhinestone Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333013-R-04X05-16L-333892-600-01.jpg,images/20170211/des_img/PDN333013-R-04X05-16L-333892-600-01-1.jpg,"Style No : 333892 Color : Rhodium  Necklace size : 16"" L Pendant size : 0.4"" x 0.5"" Pave rhinestone pendant necklace",4.75
Marquise Crystal Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333011-GD-06X2-16L-333890-600-01.jpg,images/20170211/des_img/PDN333011-GD-06X2-16L-333890-600-01-1.jpg,"Style No : 333890 Color : Clear, Gold  Necklace size : 16"" L Pendant size : 0.6"" x 0.2"" Marquise crystal pendant necklace",6.00
Crystal Flower Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333009-GD-04X2-16L-333888-600-01.jpg,images/20170211/des_img/PDN333009-GD-04X2-16L-333888-600-01-1.jpg,"Style No : 333888 Color : Clear, Fuchsia, Gold Theme : Flower & Leaf  Necklace size : 16"" L Pendant size : 0.4"" x 0.2"" Crystal flower pendant necklace",4.25
Rhinestone Accented Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333008-GD-075X1-16L-333887-600-01.jpg,images/20170211/des_img/PDN333008-GD-075X1-16L-333887-600-01-1.jpg,"Style No : 333887 Color : Gold  Necklace size : 16"" L Pendant size : 0.75"" x 1"" Rhinestone accented pendant necklace",4.75
Rhinestone Curve Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333006-GD-05X1-16L-333885-600-01.jpg,images/20170211/des_img/PDN333006-GD-05X1-16L-333885-600-01-1.jpg,"Style No : 333885 Color : Gold  Necklace size : 16"" L Pendant size : 0.5"" x 1"" Rhinestone curve pendant necklace",3.75
Golden Clock Tower Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333005-GD-03X075-16L-333884-600-01.jpg,images/20170211/des_img/PDN333005-GD-03X075-16L-333884-600-01-1.jpg,"Style No : 333884 Color : Gold  Necklace size : 16"" L Pendant size : 0.3"" x 0.75"" Golden clock tower pendant necklace",3.75
X Shape Point Rhinestone Pave Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333002-@GD@16L-06X1@333881-600@01.jpg,images/20170211/des_img/PDN333002-GD-06X1-16L-333881-600-01-1.jpg,"Style No : 333881 Color : Clear, Gold  Necklace size : 16"" L Pendant size : 0.6"" x 1"" X shape point rhinestone pave pendant necklace",6.00
Metal Mask Adjustable Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333021-R-08X125-24L-ADJ-333900-600-01.jpg,images/20170211/des_img/PDN333021-R-08X125-24L-ADJ-333900-600-01-1.jpg,"Style No : 333900 Color : Rhodium  Necklace Size : 24"" L Pendant Size : 0.8"" X 1.25"" Adjustable Metal mask adjustable pendant necklace",6.00
Rhinestone Point Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170211/PDN333010-GD-075X025-19L-333889-600-01.jpg,images/20170211/des_img/PDN333010-GD-075X025-19L-333889-600-01-1.jpg,"Style No : 333889 Color : Clear, Gold  Necklace Size : 19"" L Pendant Size : 0.75"" X 0.25"" Rhinestone point pendant necklace",6.00
'life Is Better Under The Sea' Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170209/PDN0220-WG-1X1-18_3L-1L-333721-375-01.jpg,images/20170209/des_img/PDN0220-WG-1X1-18_3L-1L-333721-375-01-1.jpg,"Style No : 333721 Color : Gold Burnished Theme : Message, Pearl, Sea Life  Necklace Size : 18"" + 3"" L Pendant Size : 1"" X 1"" Earrings Size : 1"" L 'Life is better under the sea' pendant necklace",3.75
Kentucky Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170208/PDN9568-RG-28X5mm-16_2L-333503-375-01.jpg,images/20170208/des_img/PDN9568-RG-28X5mm-16_2L-333503-375-01-1.jpg,"Style No : 333503 Color : Rose Gold  Theme : Message  Necklace Size : 16"" + 2"" L Pendant Size : 28 X 5 mm Hand made in Korea Kentucky pendant necklace",3.75
Kentucky Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20170125/PDN9568-RH-28X5mm-16_2L-332014-375-01.jpg,images/20170125/des_img/PDN9568-RH-28X5mm-16_2L-332014-375-01-1.jpg,"Style No : 332014 Color : Rhodium Theme : Message  Necklace Size : 16"" + 2"" L Pendant Size : 28 X 5 mm Hand made in Korea Kentucky pendant necklace",3.75
"""love"" Textured Matte Metal Key Pendant Necklace",JEWELRY;NECKLACE/PENDANT,images/20170208/PDN9464-RG-8X15mm-16_2L-333500-375-01.jpg,images/20170208/des_img/PDN9464-RG-8X15mm-16_2L-333500-375-01-1.jpg,"Style No : 333500 Color : Rose Gold  Theme : Key&Lock, Love, Message  Necklace Size : 16"" + 2"" L Pendant Size : 8 X 15 mm Hand made in Korea ""Love"" Textured matte metal key pendant necklace",3.75
Textured Matte Metal Treble Clef Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20161223/PDN9457-G-6X13mm-16_2L-328901-375-01.jpg,images/20161223/des_img/PDN9457-G-6X13mm-16_2L-328901-375-01-1.jpg,"Style No : 328901 Color : Gold Theme : Music  Necklace Size : 16"" + 2"" L Pendant Size : 6 X 13 mm Hand made in Korea Textured matte metal treble clef pendant necklace",3.75
Glass Crystal Marquise Evening Necklace,JEWELRY;NECKLACE/EVENING,images/20170204/EVN84-R-AB-16_3L-3L-15L-333121-1200-04.jpg,,"Style No : 333121 Color : AB, Rhodium  Necklace Size : 16"" + 3"" L Decor Size : 3"" L  Earrings Size : 1.5"" L Glass crystal marquise evening necklace",12.00
"""mermaid"" Textured Matte Metal Message Bar Pendant Necklace",JEWELRY;NECKLACE/PENDANT,images/20170204/PDN4339-WRG-34X6mm-16_2L-333030-300-01.jpg,images/20170204/des_img/PDN4339-WRG-34X6mm-16_2L-333030-300-01-1.jpg,"Style No : 333030 Color : Matte Rose Gold Theme : Mermaid, Message, Sea Life  Necklace Size : 16"" + 2"" L Pendant Size : 34 X 6 mm ""Mermaid"" Textured matte metal message bar pendant necklace",3.00
"""mermaid"" Textured Matte Metal Message Bar Pendant Necklace",JEWELRY;NECKLACE/PENDANT,images/20170110/PDN4339-WG-34X6mm-16_2L-330553-300-01.jpg,images/20170110/des_img/PDN4339-WG-34X6mm-16_2L-330553-300-01-1.jpg,"Style No : 330553 Color : Matte gold Theme : Mermaid, Message, Sea Life  Necklace Size : 16"" + 2"" L Pendant Size : 34 X 6 mm ""Mermaid"" Textured matte metal message bar pendant necklace",3.00
"""let It Go"" Brass Metal Bar Pendant Necklace",JEWELRY;NECKLACE/PENDANT,images/20170204/PDN4175-WRG-34X6mm-16_2L-333041-300-01.jpg,images/20170204/des_img/PDN4175-WRG-34X6mm-16_2L-333041-300-01-1.jpg,"Style No : 333041 Color : Matte Rose Gold Theme : Message  Necklace Size : 16"" + 2"" L Pendant Size : 34 X 6 mm ""Let it go"" brass metal bar pendant necklace",3.00
"""mrs"" Brass Metal Bar Pendant Necklace",JEWELRY;NECKLACE/PENDANT,images/20161123/PDN4217-WG-34X6mm-16_2L-325720-300-01.jpg,images/20161123/des_img/PDN4217-WG-34X6mm-16_2L-325720-300-01-1.jpg,"Style No : 325720 Color : Matte gold Theme : Message  Necklace Size : 16"" + 2"" L Pendant Size : 34 X 6 mm ""MRS"" brass metal bar pendant necklace",3.00
"""warrior"" Brass Message Bar Pendant Necklace",JEWELRY;NECKLACE/PENDANT,images/20161125/PDN4216-WG-16_2L-34X6mm-325975-300-01.jpg,images/20161125/des_img/PDN4216-WG-16_2L-34X6mm-325975-300-01-1.jpg,"Style No : 325975 Color : Matte gold Theme : Message  Necklace Size : 16"" + 2"" L Pendant Size : 34 X 6 mm ""Warrior"" brass message bar pendant necklace",3.00
Geo Raw Druzy Pendant Long Necklace,JEWELRY;NECKLACE/PENDANT,images/20170203/PDN1618-GD-NAT-30_3L-075X15-332954-525-01.jpg,images/20170203/des_img/PDN1618-GD-NAT-30_3L-075X15-332954-525-01-1.jpg,"Style No : 332954 Color : Gold, Neutral  Necklace Size : 30"" + 3"" L Pendant Size : 0.75"" X 1.5"" Geo raw druzy pendant long necklace",5.25
