Product Name,Category,Product Image File - 1,Product Image File - 2,Product Description,Cost Price
Cut Out Metal Butterfly Stud Earrings,JEWELRY;EARRING/STUD,images/20200724/SE4085-@RD@025X025@483196@175@01.jpg,,"Style No : 483196 Color : Rhodium Theme : Bug, Butterfly  Size : 0.25"" X 0.25"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Stud Earrings",1.75
Cut Out Metal Butterfly Stud Earrings,JEWELRY;EARRING/STUD,images/20200724/SE4085-@GD@025X025@483195@175@01.jpg,,"Style No : 483195 Color : Gold Theme : Bug, Butterfly  Size : 0.25"" X 0.25"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Stud Earrings",1.75
Christmas Ornament Dangle Earrings,JEWELRY;EARRING/FASHION,images/20200728/FE5059-@RH-GR@125X2@483388@275@01.jpg,,"Style No : 483388 Color : Green Theme : Christmas  Size : 1.25"" X 2"" Fish Hook Back Lead and Nickel Compliant Christmas Ornament Dangle Earrings",2.75
Christmas Ornament Dangle Earrings,JEWELRY;EARRING/FASHION,images/20200729/FE5059-@RH-RD@125X2@483413@275@01.jpg,,"Style No : 483413 Color : Red Theme : Christmas  Size : 1.25"" X 2"" Fish Hook Back Lead and Nickel Compliant Christmas Ornament Dangle Earrings",2.75
Layered Metal Open Circle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7156-@RD@1X2@483332@300@01.jpg,,"Style No : 483332 Color : Rhodium  Size : 1"" X 2"" Post Back Lead and Nickel Compliant Layered Metal Open Circle Earrings",3.00
Layered Metal Open Circle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7156-@GD@1X2@483331@300@01.jpg,,"Style No : 483331 Color : Gold  Size : 1"" X 2"" Post Back Lead and Nickel Compliant Layered Metal Open Circle Earrings",3.00
Brass Metal Open Circle Cubic Zirconia Embellished Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20200724/MSE7112-@RD@CZ-06X12@483249@275@01.jpg,,"Style No : 483249 Color : Rhodium  Size : 0.6"" X 1.2"" Fish Hook Back Brass CZ Cubic Zirconia  Lead and Nickel Compliant Brass Metal Open Circle Cubic Zirconia Embellished Earrings",2.75
Brass Metal Open Circle Cubic Zirconia Embellished Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20200724/MSE7112-@GD@CZ-06X12@483248@275@01.jpg,,"Style No : 483248 Color : Gold  Size : 0.6"" X 1.2"" Fish Hook Back Brass CZ Cubic Zirconia  Lead and Nickel Compliant Brass Metal Open Circle Cubic Zirconia Embellished Earrings",2.75
Brass Metal Open Circle Cubic Zirconia Embellished Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20200724/MSE7112-@RD@CZ-06X12@483249@275@01.jpg,,"Style No : 483249 Color : Rhodium  Size : 0.6"" X 1.2"" Fish Hook Back Brass CZ Cubic Zirconia  Lead and Nickel Compliant Brass Metal Open Circle Cubic Zirconia Embellished Earrings",2.75
Brass Metal Open Circle Cubic Zirconia Embellished Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20200724/MSE7112-@GD@CZ-06X12@483248@275@01.jpg,,"Style No : 483248 Color : Gold  Size : 0.6"" X 1.2"" Fish Hook Back Brass CZ Cubic Zirconia  Lead and Nickel Compliant Brass Metal Open Circle Cubic Zirconia Embellished Earrings",2.75
Metal Palm Tree Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7147-@AG@075X15@483288@175@01.jpg,,"Style No : 483288 Color : Antique Gold  Size : 0.75"" X 1.5"" Fish Hook Back Lead and Nickel Compliant Metal Palm Tree Dangle Earrings",1.75
Metal Palm Tree Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7147-@ARH@075X15@483289@175@01.jpg,,"Style No : 483289 Color : Antique Rhodium  Size : 0.75"" X 1.5"" Fish Hook Back Lead and Nickel Compliant Metal Palm Tree Dangle Earrings",1.75
Metal Palm Tree Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7147-@WG@075X15@483290@175@01.jpg,,"Style No : 483290 Color : Worn Gold  Size : 0.75"" X 1.5"" Fish Hook Back Lead and Nickel Compliant Metal Palm Tree Dangle Earrings",1.75
Metal Palm Tree Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7147-@WS@075X15@483291@175@01.jpg,,"Style No : 483291 Color : Worn Silver  Size : 0.75"" X 1.5"" Fish Hook Back Lead and Nickel Compliant Metal Palm Tree Dangle Earrings",1.75
Metal Shell Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7158-@AG@075X125@483298@175@01.jpg,,"Style No : 483298 Color : Antique Gold Theme : Sea Life, Shell  Size : 0.75"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Shell Dangle Earrings",1.75
Metal Shell Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7158-@ARH@075X125@483299@175@01.jpg,,"Style No : 483299 Color : Antique Rhodium Theme : Sea Life, Shell  Size : 0.75"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Shell Dangle Earrings",1.75
Metal Shell Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7158-@WG@075X125@483300@175@01.jpg,,"Style No : 483300 Color : Worn Gold Theme : Sea Life, Shell  Size : 0.75"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Shell Dangle Earrings",1.75
Metal Shell Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7158-@WS@075X125@483301@175@01.jpg,,"Style No : 483301 Color : Worn Silver Theme : Sea Life, Shell  Size : 0.75"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Shell Dangle Earrings",1.75
Metal Sand Dollar Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7145-@AG@075X125@483280@175@01.jpg,,"Style No : 483280 Color : Antique Gold Theme : Sand Dollar, Sea Life  Size : 0.75"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Sand Dollar Dangle Earrings",1.75
Metal Sand Dollar Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7145-@ARH@075X125@483281@175@01.jpg,,"Style No : 483281 Color : Antique Rhodium Theme : Sand Dollar, Sea Life  Size : 0.75"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Sand Dollar Dangle Earrings",1.75
Metal Sand Dollar Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7145-@WG@075X125@483282@175@01.jpg,,"Style No : 483282 Color : Worn Gold Theme : Sand Dollar, Sea Life  Size : 0.75"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Sand Dollar Dangle Earrings",1.75
Metal Sand Dollar Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7145-@WS@075X125@483283@175@01.jpg,,"Style No : 483283 Color : Worn Silver Theme : Sand Dollar, Sea Life  Size : 0.75"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Sand Dollar Dangle Earrings",1.75
Metal Seahorse Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7146-@AG@05X125@483284@175@01.jpg,,"Style No : 483284 Color : Antique Gold Theme : Sea Life, Seahorse  Size : 0.5"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Seahorse Dangle Earrings",1.75
Metal Seahorse Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7146-@ARH@05X125@483285@175@01.jpg,,"Style No : 483285 Color : Antique Rhodium Theme : Sea Life, Seahorse  Size : 0.5"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Seahorse Dangle Earrings",1.75
Metal Seahorse Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7146-@WG@05X125@483286@175@01.jpg,,"Style No : 483286 Color : Worn Gold Theme : Sea Life, Seahorse  Size : 0.5"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Seahorse Dangle Earrings",1.75
Metal Seahorse Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7146-@WS@05X125@483287@175@01.jpg,,"Style No : 483287 Color : Worn Silver Theme : Sea Life, Seahorse  Size : 0.5"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Metal Seahorse Dangle Earrings",1.75
Textured Metal Starfish Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7144-@AG@08X125@483276@175@01.jpg,,"Style No : 483276 Color : Antique Gold Theme : Sea Life, Starfish  Size : 0.8"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Textured Metal Starfish Dangle Earrings",1.75
Textured Metal Starfish Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7144-@ARH@08X125@483277@175@01.jpg,,"Style No : 483277 Color : Antique Rhodium Theme : Sea Life, Starfish  Size : 0.8"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Textured Metal Starfish Dangle Earrings",1.75
Textured Metal Starfish Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7144-@WG@08X125@483278@175@01.jpg,,"Style No : 483278 Color : Worn Gold Theme : Sea Life, Starfish  Size : 0.8"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Textured Metal Starfish Dangle Earrings",1.75
Textured Metal Starfish Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7144-@WS@08X125@483279@175@01.jpg,,"Style No : 483279 Color : Worn Silver Theme : Sea Life, Starfish  Size : 0.8"" X 1.25"" Fish Hook Back Lead and Nickel Compliant Textured Metal Starfish Dangle Earrings",1.75
Brass Metal Butterfly Cluster Teardrop Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7099-@GD@06X13@483219@175@01-.jpg,,"Style No : 483219 Color : Gold Theme : Bug, Butterfly  Size : 0.6"" X 1.3"" Fish Hook Back Lead and Nickel Compliant Brass Brass Metal Butterfly Cluster Teardrop Earrings",1.75
Brass Metal Butterfly Cluster Teardrop Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7099-@RD@06X13@483220@175@01-.jpg,,"Style No : 483220 Color : Rhodium Theme : Bug, Butterfly  Size : 0.6"" X 1.3"" Fish Hook Back Lead and Nickel Compliant Brass Brass Metal Butterfly Cluster Teardrop Earrings",1.75
Brass Metal Butterfly Cluster Quatrefoil Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7098-@GD@125X2@483217@225@01.jpg,,"Style No : 483217 Color : Gold Theme : Bug, Butterfly  Size : 1.25"" X 2"" Fish Hook Back Brass Lead and Nickel Compliant Brass Metal Butterfly Cluster Quatrefoil Earrings",2.25
Brass Metal Butterfly Cluster Quatrefoil Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7098-@RD@125X2@483218@225@01.jpg,,"Style No : 483218 Color : Rhodium Theme : Bug, Butterfly  Size : 1.25"" X 2"" Fish Hook Back Brass Lead and Nickel Compliant Brass Metal Butterfly Cluster Quatrefoil Earrings",2.25
Brass Metal Butterfly Cluster Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7101-@GD@15X175@483223@225@01.jpg,,"Style No : 483223 Color : Gold Theme : Bug, Butterfly  Size : 1.5"" X 1.75"" Fish Hook Back Brass Lead and Nickel Compliant Brass Metal Butterfly Cluster Earrings",2.25
Brass Metal Butterfly Cluster Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7101-@RD@15X175@483226@225@01.jpg,,"Style No : 483226 Color : Rhodium Theme : Bug, Butterfly  Size : 1.5"" X 1.75"" Fish Hook Back Brass Lead and Nickel Compliant Brass Metal Butterfly Cluster Earrings",2.25
Brass Metal Butterfly Cluster Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7101-@MG@15X175@483224@225@01.jpg,,"Style No : 483224 Color : Matte gold Theme : Bug, Butterfly  Size : 1.5"" X 1.75"" Fish Hook Back Brass Lead and Nickel Compliant Brass Metal Butterfly Cluster Earrings",2.25
Brass Metal Butterfly Cluster Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7101-@MS@15X175@483225@225@01.jpg,,"Style No : 483225 Color : Matte Silver Theme : Bug, Butterfly  Size : 1.5"" X 1.75"" Fish Hook Back Brass Lead and Nickel Compliant Brass Metal Butterfly Cluster Earrings",2.25
Cut Out Metal Butterfly Wing Earrings,JEWELRY;EARRING/METAL,images/20200724/ME4095-@GD@075X2@483207@225@01.jpg,,"Style No : 483207 Color : Gold Theme : Bug, Butterfly  Size : 0.75"" X 2"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Wing Earrings",2.25
Cut Out Metal Butterfly Wing Earrings,JEWELRY;EARRING/METAL,images/20200724/ME4095-@RD@075X2@483210@225@01.jpg,,"Style No : 483210 Color : Rhodium Theme : Bug, Butterfly  Size : 0.75"" X 2"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Wing Earrings",2.25
Cut Out Metal Butterfly Wing Earrings,JEWELRY;EARRING/METAL,images/20200724/ME4095-@MG@075X2@483208@225@01.jpg,,"Style No : 483208 Color : Matte gold Theme : Bug, Butterfly  Size : 0.75"" X 2"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Wing Earrings",2.25
Cut Out Metal Butterfly Wing Earrings,JEWELRY;EARRING/METAL,images/20200724/ME4095-@MS@075X2@483209@225@01.jpg,,"Style No : 483209 Color : Matte Silver Theme : Bug, Butterfly  Size : 0.75"" X 2"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Wing Earrings",2.25
Cut Out Metal Butterfly Wing Earrings,JEWELRY;EARRING/METAL,images/20200724/ME4089-@GD@08X18@483199@225@01.jpg,,"Style No : 483199 Color : Gold Theme : Bug, Butterfly  Size : 0.8"" X 1.8"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Wing Earrings",2.25
Cut Out Metal Butterfly Wing Earrings,JEWELRY;EARRING/METAL,images/20200724/ME4089-@RD@08X18@483200@225@01.jpg,,"Style No : 483200 Color : Rhodium Theme : Bug, Butterfly  Size : 0.8"" X 1.8"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Wing Earrings",2.25
Cut Out Metal Butterfly Wing Earrings,JEWELRY;EARRING/METAL,images/20200724/ME4096-@MG@075X2@483212@225@01.jpg,,"Style No : 483212 Color : Matte gold Theme : Bug, Butterfly  Size : 0.75"" X 2"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Wing Earrings",2.25
Cut Out Metal Butterfly Wing Earrings,JEWELRY;EARRING/METAL,images/20200724/ME4096-@MS@075X2@483213@225@01.jpg,,"Style No : 483213 Color : Matte Silver Theme : Bug, Butterfly  Size : 0.75"" X 2"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Wing Earrings",2.25
Cut Out Metal Butterfly Wing Earrings,JEWELRY;EARRING/METAL,images/20200724/ME4096-@GD@075X2@483211@225@01.jpg,,"Style No : 483211 Color : Gold Theme : Bug, Butterfly  Size : 0.75"" X 2"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Wing Earrings",2.25
Cut Out Metal Butterfly Wing Earrings,JEWELRY;EARRING/METAL,images/20200724/ME4096-@RD@075X2@483214@225@01.jpg,,"Style No : 483214 Color : Rhodium Theme : Bug, Butterfly  Size : 0.75"" X 2"" Post Back Lead and Nickel Compliant Cut Out Metal Butterfly Wing Earrings",2.25
Metal Evil Eye Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7133-@WS@15X15@483262@225@01-.jpg,,"Style No : 483262 Color : Worn Silver Theme : Evil Eye  Size : 1.5"" X 1.5"" Fish Hook Back Lead and Nickel Compliant Metal Evil Eye Dangle Earrings",2.25
Metal Evil Eye Dangle Earrings,JEWELRY;EARRING/METAL,images/20200724/ME7133-@RD@15X15@483260@225@01.jpg,,"Style No : 483260 Color : Rhodium Theme : Evil Eye  Size : 1.5"" X 1.5"" Fish Hook Back Lead and Nickel Compliant Metal Evil Eye Dangle Earrings",2.25
Rhinestone Embellished Metal Flower Link Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20200723/MSE4951-@WG-CR@08X22@483020@275@01.jpg,,"Style No : 483020 Color : Worn Gold Theme : Flower & Leaf  Size : 0.8"" X 2.2"" Post Back Lead and Nickel Compliant Rhinestone Embellished Metal Flower Link Earrings",2.75
Rhinestone Embellished Metal Flower Link Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20200723/MSE4951-@WS-CR@08X22@483021@275@01.jpg,,"Style No : 483021 Color : Worn Silver Theme : Flower & Leaf  Size : 0.8"" X 2.2"" Post Back Lead and Nickel Compliant Rhinestone Embellished Metal Flower Link Earrings",2.75
Metal Flower Pearl Dangle Earrings,JEWELRY;EARRING/PEARL,images/20200723/PE4941-@PAT-CRM@06X125@483069@225@01.jpg,,"Style No : 483069 Color : Patina Verdigris Theme : Flower & Leaf, Pearl  Size : 0.6"" X 1.25"" Post Back Lead and Nickel Compliant Metal Flower Pearl Dangle Earrings",2.25
Metal Flower Pearl Dangle Earrings,JEWELRY;EARRING/PEARL,images/20200723/PE4941-@WG-CRM@06X125@483070@225@01.jpg,,"Style No : 483070 Color : Worn Gold Theme : Flower & Leaf, Pearl  Size : 0.6"" X 1.25"" Post Back Lead and Nickel Compliant Metal Flower Pearl Dangle Earrings",2.25
Metal Flower Pearl Dangle Earrings,JEWELRY;EARRING/PEARL,images/20200723/PE4941-@WS-CRM@06X125@483071@225@01.jpg,,"Style No : 483071 Color : Worn Silver Theme : Flower & Leaf, Pearl  Size : 0.6"" X 1.25"" Post Back Lead and Nickel Compliant Metal Flower Pearl Dangle Earrings",2.25
Two Tone Metal Flower Stud Earrings,JEWELRY;EARRING/STUD,images/20200723/SE5185-@WGS@075X075@483028@200@01.jpg,,"Style No : 483028 Color : Two Tone, Worn Gold, Worn Silver Theme : Flower & Leaf  Size : 0.75"" X 0.75"" Post Back Lead and Nickel Compliant Two Tone Metal Flower Stud Earrings",2.00
Two Tone Metal Flower Stud Earrings,JEWELRY;EARRING/STUD,images/20200723/SE5185-@WSG@075X075@483029@200@01.jpg,,"Style No : 483029 Color : Two Tone, Worn Gold, Worn Silver Theme : Flower & Leaf  Size : 0.75"" X 0.75"" Post Back Lead and Nickel Compliant Two Tone Metal Flower Stud Earrings",2.00
Pearl Center Metal Flower Stud Earrings,JEWELRY;EARRING/STUD,images/20200723/SE4935-@PAT-CRM@08X1@483008@200@01.jpg,,"Style No : 483008 Color : Patina Verdigris Theme : Flower & Leaf, Pearl  Size : 0.8"" X 1"" Post Back Lead and Nickel Compliant Pearl Center Metal Flower Stud Earrings",2.00
Pearl Center Metal Flower Stud Earrings,JEWELRY;EARRING/STUD,images/20200723/SE4935-@WG-CRM@08X1@483009@200@01.jpg,,"Style No : 483009 Color : Worn Gold Theme : Flower & Leaf, Pearl  Size : 0.8"" X 1"" Post Back Lead and Nickel Compliant Pearl Center Metal Flower Stud Earrings",2.00
Pearl Center Metal Flower Stud Earrings,JEWELRY;EARRING/STUD,images/20200723/SE4935-@WS-CRM@08X1@483010@200@01.jpg,,"Style No : 483010 Color : Worn Silver Theme : Flower & Leaf, Pearl  Size : 0.8"" X 1"" Post Back Lead and Nickel Compliant Pearl Center Metal Flower Stud Earrings",2.00
Metal Flower Pearl Dangle Earrings,JEWELRY;EARRING/PEARL,images/20200723/PE4942-@WG-CRM@08X15@483018@225@01.jpg,,"Style No : 483018 Color : Worn Gold Theme : Flower & Leaf, Pearl  Size : 0.8"" X 1.5"" Post Back Lead and Nickel Compliant Metal Flower Pearl Dangle Earrings",2.25
Metal Flower Pearl Dangle Earrings,JEWELRY;EARRING/PEARL,images/20200723/PE4942-@WS-CRM@08X15@483019@225@01.jpg,,"Style No : 483019 Color : Worn Silver Theme : Flower & Leaf, Pearl  Size : 0.8"" X 1.5"" Post Back Lead and Nickel Compliant Metal Flower Pearl Dangle Earrings",2.25
Metal Flower Pearl Dangle Earrings,JEWELRY;EARRING/PEARL,images/20200723/PE4942-@PAT-CRM@08X15@483017@225@01.jpg,,"Style No : 483017 Color : Patina Verdigris Theme : Flower & Leaf, Pearl  Size : 0.8"" X 1.5"" Post Back Lead and Nickel Compliant Metal Flower Pearl Dangle Earrings",2.25
Metal Ball Half Hoop Earrings,JEWELRY;EARRING/METAL,images/20200723/ME3004-@RD@125L@483114@200@01.jpg,,"Style No : 483114 Color : Rhodium  Size : 1.25"" L Post Back Lead and Nickel Compliant Metal Ball Half Hoop Earrings",2.00
Pearl Center Double Metal Flower Earrings,JEWELRY;EARRING/FASHION,images/20200723/PE4939-@PAT-CRM@075X14@483014@300@01.jpg,,"Style No : 483014 Color : Patina Verdigris Theme : Flower & Leaf, Pearl  Size : 0.75"" X 1.4"" Post Back Lead and Nickel Compliant Pearl Center Double Metal Flower Earrings",3.00
Pearl Center Double Metal Flower Earrings,JEWELRY;EARRING/FASHION,images/20200723/PE4939-@WS-CRM@075X14@483016@300@01.jpg,,"Style No : 483016 Color : Worn Silver Theme : Flower & Leaf, Pearl  Size : 0.75"" X 1.4"" Post Back Lead and Nickel Compliant Pearl Center Double Metal Flower Earrings",3.00
Pearl Center Double Metal Flower Earrings,JEWELRY;EARRING/FASHION,images/20200723/PE4939-@WG-CRM@075X14@483015@300@01.jpg,,"Style No : 483015 Color : Worn Gold Theme : Flower & Leaf, Pearl  Size : 0.75"" X 1.4"" Post Back Lead and Nickel Compliant Pearl Center Double Metal Flower Earrings",3.00
Two Tone Metal Flower Earrings,JEWELRY;EARRING/METAL,images/20200723/ME5181-@WSG@13X15@483027@300@015.jpg,,"Style No : 483027 Color : Two Tone, Worn Gold, Worn Silver Theme : Flower & Leaf  Size : 1.3"" X 1.5"" Post Back Lead and Nickel Compliant Two Tone Metal Flower Earrings",3.00
Two Tone Metal Flower Earrings,JEWELRY;EARRING/METAL,images/20200723/ME5181-@WGS@13X15@483026@300@015.jpg,,"Style No : 483026 Color : Two Tone, Worn Gold, Worn Silver Theme : Flower & Leaf  Size : 1.3"" X 1.5"" Post Back Lead and Nickel Compliant Two Tone Metal Flower Earrings",3.00
Two Tone Double Metal Flower Earrings,JEWELRY;EARRING/METAL,images/20200723/ME5191-@WSG@15X275@483031@450@015.jpg,,"Style No : 483031 Color : Two Tone, Worn Gold, Worn Silver Theme : Flower & Leaf  Size : 1.5"" X 2.75"" Post Back Lead and Nickel Compliant Two Tone Double Metal Flower Earrings",4.50
Two Tone Double Metal Flower Earrings,JEWELRY;EARRING/METAL,images/20200723/ME5191-@WGS@15X275@483030@450@015.jpg,,"Style No : 483030 Color : Two Tone, Worn Gold, Worn Silver Theme : Flower & Leaf  Size : 1.5"" X 2.75"" Post Back Lead and Nickel Compliant Two Tone Double Metal Flower Earrings",4.50
Two Tone Double Flower Earrings,JEWELRY;EARRING/METAL,images/20200723/ME5180-@WSG@13X13@483025@350@015.jpg,,"Style No : 483025 Color : Two Tone, Worn Gold, Worn Silver Theme : Flower & Leaf  Size : 1.3"" X 1.3"" Post Back Lead and Nickel Compliant Two Tone Double Flower Earrings",3.50
Two Tone Double Flower Earrings,JEWELRY;EARRING/METAL,images/20200723/ME5180-@WGS@13X13@483024@350@015.jpg,,"Style No : 483024 Color : Two Tone, Worn Gold, Worn Silver Theme : Flower & Leaf  Size : 1.3"" X 1.3"" Post Back Lead and Nickel Compliant Two Tone Double Flower Earrings",3.50
Pearl Center Cut Out Flower Earrings,JEWELRY;EARRING/FASHION,images/20200723/PE4960-@WG-CRM@15X175@483022@350@015.jpg,,"Style No : 483022 Color : Worn Gold Theme : Flower & Leaf, Pearl  Size : 1.5"" X 1.75"" Post Back Lead and Nickel Compliant Pearl Center Cut out Flower Earrings",3.50
Pearl Center Cut Out Flower Earrings,JEWELRY;EARRING/FASHION,images/20200723/PE4960-@WS-CRM@15X175@483023@350@015.jpg,,"Style No : 483023 Color : Worn Silver Theme : Flower & Leaf, Pearl  Size : 1.5"" X 1.75"" Post Back Lead and Nickel Compliant Pearl Center Cut out Flower Earrings",3.50
Evil Eye Accented Enamel Heart Dangle Earrings,JEWELRY;EARRING/FASHION,images/20200724/FE7134-@TQ@125X15@483264@350@015.jpg,,"Style No : 483264 Color : Turquoise Theme : Evil Eye, Heart  Size : 1.25"" X 1.5"" Fish Hook Back Lead and Nickel Compliant Evil Eye Accented Enamel Heart Dangle Earrings",3.50
Evil Eye Accented Enamel Heart Dangle Earrings,JEWELRY;EARRING/FASHION,images/20200724/FE7134-@WH@125X15@483265@350@015.jpg,,"Style No : 483265 Color : White Theme : Evil Eye, Heart  Size : 1.25"" X 1.5"" Fish Hook Back Lead and Nickel Compliant Evil Eye Accented Enamel Heart Dangle Earrings",3.50
Evil Eye Accented Enamel Heart Dangle Earrings,JEWELRY;EARRING/FASHION,images/20200724/FE7134-@RD@125X15@483263@350@015.jpg,,"Style No : 483263 Color : Red Theme : Evil Eye, Heart  Size : 1.25"" X 1.5"" Fish Hook Back Lead and Nickel Compliant Evil Eye Accented Enamel Heart Dangle Earrings",3.50
Pearl Embellished Half Hoop Stone Center Evil Eye Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20200724/MSE7157-@RD-RD@075X15@483303@275@01.jpg,,"Style No : 483303 Color : Rhodium Theme : Evil Eye, Pearl  Size : 0.75"" X 1.5"" Post Back Lead and Nickel Compliant Pearl Embellished Half Hoop Stone Center Evil Eye Earrings",2.75
Pearl Embellished Half Hoop Stone Center Evil Eye Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20200724/MSE7157-@GD-BLU@075X15@483302@275@01.jpg,,"Style No : 483302 Color : Gold Theme : Evil Eye, Pearl  Size : 0.75"" X 1.5"" Post Back Lead and Nickel Compliant Pearl Embellished Half Hoop Stone Center Evil Eye Earrings",2.75
Pearl Trim Stone Embellished Hamsa Hand Evil Eye Earrings,JEWELRY;EARRING/FASHION,images/20200724/FE7132-@BLU@1X2@483315@525@015.jpg,,"Style No : 483315 Color : Blue Theme : Evil Eye, Hamsa, Pearl  Size : 1"" X 2"" Post Back Lead and Nickel Compliant Pearl Trim Stone Embellished Hamsa Hand Evil Eye Earrings",5.25
Pearl Trim Stone Embellished Hamsa Hand Evil Eye Earrings,JEWELRY;EARRING/FASHION,images/20200724/FE7132-@RD@1X2@483317@525@015.jpg,,"Style No : 483317 Color : Red Theme : Evil Eye, Hamsa, Pearl  Size : 1"" X 2"" Post Back Lead and Nickel Compliant Pearl Trim Stone Embellished Hamsa Hand Evil Eye Earrings",5.25
Pearl Trim Stone Embellished Hamsa Hand Evil Eye Earrings,JEWELRY;EARRING/FASHION,images/20200724/FE7132-@TQ@1X2@483318@525@015.jpg,,"Style No : 483318 Color : Turquoise Theme : Evil Eye, Hamsa, Pearl  Size : 1"" X 2"" Post Back Lead and Nickel Compliant Pearl Trim Stone Embellished Hamsa Hand Evil Eye Earrings",5.25
Pearl Trim Stone Embellished Hamsa Hand Evil Eye Earrings,JEWELRY;EARRING/FASHION,images/20200724/FE7132-@MUL@1X2@483316@525@015.jpg,,"Style No : 483316 Color : Multi Theme : Evil Eye, Hamsa, Pearl  Size : 1"" X 2"" Post Back Lead and Nickel Compliant Pearl Trim Stone Embellished Hamsa Hand Evil Eye Earrings",5.25
Pearl Center Metal Flower Earrings,JEWELRY;EARRING/FASHION,images/20200723/PE4937-@PAT-CRM@16X175@483011@350@01.jpg,,"Style No : 483011 Color : Patina Verdigris Theme : Flower & Leaf, Pearl  Size : 1.6"" X 1.75"" Post Back Lead and Nickel Compliant Pearl Center Metal Flower Earrings",3.50
Pearl Center Metal Flower Earrings,JEWELRY;EARRING/FASHION,images/20200723/PE4937-@WG-CRM@16X175@483012@350@01.jpg,,"Style No : 483012 Color : Worn Gold Theme : Flower & Leaf, Pearl  Size : 1.6"" X 1.75"" Post Back Lead and Nickel Compliant Pearl Center Metal Flower Earrings",3.50
